DISTRICT,ROUTE,ROUTE_SFX,COUNTY,PM_PFX,PM,PM_SFX,LOCATION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT,Date,ANNUAL_AVG_TEMPERATURE,ANOMALY_TEMPERATURE,PRECIPITATION,ANOMALY_PRECIPITATION
7.0,110,,LA,,25.086,R,"LOS ANGELES, SOLANO AVENUE, RIGHT ALIGN",6300.0,94000.0,92500.0,6500.0,93000.0,91500.0,2018,63.5,0.1,10.79,-1.45
7.0,110,,LA,,25.086,L,"LOS ANGELES, SOLANO AVENUE, LEFT ALIGN",6300.0,94000.0,91500.0,6500.0,93000.0,91500.0,2018,63.5,0.1,10.79,-1.45
7.0,110,,LA,,25.751,,"LOS ANGELES, JCT. RTE. 5",13000.0,185000.0,183000.0,9400.0,126000.0,123000.0,2018,63.5,0.1,10.79,-1.45
7.0,110,,LA,,27.119,,"LOS ANGELES, AVENUE 43 ",9400.0,126000.0,123000.0,8600.0,119000.0,118000.0,2018,63.5,0.1,10.79,-1.45
7.0,110,,LA,,28.05,,"LOS ANGELES, AVENUE 52",8600.0,119000.0,118000.0,8100.0,112000.0,109000.0,2018,63.5,0.1,10.79,-1.45
7.0,110,,LA,,28.375,,"LOS ANGELES, AVENUE 57/HERMON AVENUE",8100.0,112000.0,109000.0,7600.0,102000.0,99000.0,2018,63.5,0.1,10.79,-1.45
7.0,110,,LA,,28.762,,"LOS ANGELES, AVENUE 60",7600.0,102000.0,99000.0,7600.0,102000.0,99000.0,2018,63.5,0.1,10.79,-1.45
7.0,110,,LA,,29.028,,"LOS ANGELES, AVENUE 64 ",7600.0,102000.0,99000.0,6400.0,83000.0,81000.0,2018,63.5,0.1,10.79,-1.45
7.0,110,,LA,,29.5,,"LOS ANGELES, YORK BOULEVARD",6400.0,83000.0,81000.0,6400.0,83000.0,80000.0,2018,63.5,0.1,10.79,-1.45
7.0,110,,LA,,29.95,,"SOUTH PASADENA, BRIDEWELL STREET ",6400.0,83000.0,80000.0,6500.0,82000.0,79000.0,2018,63.5,0.1,10.79,-1.45
7.0,110,,LA,,30.587,,"SOUTH PASADENA, ORANGE GROVE AVENUE",6500.0,82000.0,79000.0,5300.0,61000.0,59000.0,2018,63.5,0.1,10.79,-1.45
7.0,110,,LA,,31.17,,"SOUTH PASADENA, FAIR OAKS AVENUE",5300.0,61000.0,59000.0,4000.0,45000.0,43500.0,2018,63.5,0.1,10.79,-1.45
7.0,110,,LA,,31.912,,"PASADENA, GLENARM STREET",4000.0,45000.0,43500.0,4000.0,45000.0,43500.0,2018,63.5,0.1,10.79,-1.45
7.0,110,,LA,,31.913,,"PASADENA, END OF ROUTE",4000.0,45000.0,43500.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,0.0,,VENTURA/LOS ANGELES COUNTY LINE,0.0,0.0,0.0,11600.0,120000.0,118000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,1.799,,"LOS ANGELES, JCT. RTE. 27",11600.0,120000.0,118000.0,13400.0,139000.0,137000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,2.68,,"LOS ANGELES, DE SOTO AVENUE ",13400.0,139000.0,137000.0,15100.0,166000.0,163000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,3.864,,"LOS ANGELES, PORTER RANCH DR/WINNETKA AVE ",15100.0,166000.0,163000.0,15300.0,168000.0,165000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,4.639,,"LOS ANGELES, TAMPA AVENUE ",15300.0,168000.0,165000.0,18200.0,203000.0,200000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,5.804,,"LOS ANGELES, RESEDA BOULEVARD ",18200.0,203000.0,200000.0,20100.0,228000.0,224000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,6.8,,"LOS ANGELES, WHITE OAK AVENUE ",20100.0,228000.0,224000.0,20100.0,228000.0,224000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,7.8,,"LOS ANGELES, BALBOA BOULEVARD",20100.0,228000.0,224000.0,20200.0,241000.0,236000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,8.343,,"LOS ANGELES, HAYVENHURST AVENUE",20200.0,241000.0,236000.0,20300.0,258000.0,252000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,9.037,,"LOS ANGELES, WOODLEY AVENUE",20300.0,258000.0,252000.0,19500.0,252000.0,245000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,9.805,,"LOS ANGELES, JCT. RTE. 405",19500.0,252000.0,245000.0,20000.0,251000.0,244000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,10.997,R,BEGIN RIGHT ALIGN,0.0,0.0,0.0,10000.0,126000.0,122000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,11.447,R,"LOS ANGELES, JCT. RTE. 5",10000.0,126000.0,122000.0,7600.0,85000.0,82000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,11.822,R,"LOS ANGELES, END RIGHT ALIGN",7600.0,85000.0,82000.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,10.997,L,"LOS ANGELES, BEGIN LEFT ALIGN",0.0,0.0,0.0,7600.0,85000.0,82000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,11.818,L,END LEFT ALIGN,7600.0,85000.0,82000.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,12.385,,"LOS ANGELES, SAN FERNANDO ROAD ",15100.0,170000.0,164000.0,13900.0,154000.0,149000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,13.182,,"LOS ANGELES, GLENOAKS BOULEVARD",13900.0,154000.0,149000.0,10400.0,119000.0,115000.0,2018,63.5,0.1,10.79,-1.45
7.0,118,,LA,R,14.08,,"LOS ANGELES, JCT. RTE. 210",10400.0,119000.0,115000.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,126,,LA,R,0.0,,VENTURA/LOS ANGELES COUNTY LINE,0.0,0.0,0.0,2250.0,26000.0,22600.0,2018,63.5,0.1,10.79,-1.45
7.0,126,,LA,R,3.564,,WOLCOTT WAY,2250.0,26000.0,22600.0,2500.0,29000.0,25500.0,2018,63.5,0.1,10.79,-1.45
7.0,126,,LA,R,4.885,,COMMERCE CENTER DRIVE,2500.0,29000.0,25500.0,3600.0,41500.0,36500.0,2018,63.5,0.1,10.79,-1.45
7.0,126,,LA,R,5.46,,THE OLD ROAD,3600.0,41500.0,36500.0,3600.0,42000.0,36500.0,2018,63.5,0.1,10.79,-1.45
7.0,126,,LA,R,5.801,,"SANTA CLARITA, NORTH JCT. RTE. 5, GOLDEN STATE FREEWAY",3600.0,42000.0,36500.0,2200.0,30500.0,28000.0,2018,63.5,0.1,10.79,-1.45
7.0,126,,LA,R,5.85,,"SANTA CLARITA, SOUTH JCT. RTE. 5, GOLDEN STATE FREEWAY",2200.0,30500.0,28000.0,2200.0,30500.0,28000.0,2018,63.5,0.1,10.79,-1.45
7.0,126,,LA,,6.036,,"SANTA CLARITA, TOURNEY ROAD (END OF ROUTE)",2200.0,30500.0,28000.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,,0.0,,"LOS ANGELES, JCT. RTES. 101/170",0.0,0.0,0.0,14000.0,192000.0,190000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,,0.509,,"LOS ANGELES, LANKERSHIM BOULEVARD",14000.0,192000.0,190000.0,14300.0,199000.0,198000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,,0.857,,"LOS ANGELES, CAHUENGA BOULEVARD",14300.0,199000.0,198000.0,15100.0,218000.0,216000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,,2.106,,"BURBANK, HOLLYWOOD WAY ",15100.0,218000.0,216000.0,15400.0,218000.0,213000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,,2.896,,"BURBANK, RIVERSIDE DRIVE",15400.0,218000.0,213000.0,16200.0,224000.0,217000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,,3.811,,"LOS ANGELES, FOREST LAWN DRIVE ",16200.0,224000.0,217000.0,15400.0,238000.0,234000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,,4.811,,"LOS ANGELES, VICTORY BLVD/RIVERSIDE DR",15400.0,238000.0,234000.0,14800.0,221000.0,219000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,,4.924,R,BEGIN RIGHT ALIGN,0.0,0.0,0.0,7400.0,111000.0,109500.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,5.47,R,"LOS ANGELES, JCT. RTE. 5",7400.0,111000.0,109500.0,9500.0,127000.0,118500.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,5.667,R,END RIGHT ALIGN,9500.0,127000.0,118500.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,,4.924,L,BEGIN LEFT ALIGN,0.0,0.0,0.0,7400.0,111000.0,109500.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,5.076,L,"LOS ANGELES, JCT. RTE. 5",7400.0,111000.0,109500.0,9500.0,127000.0,118500.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,5.65,L,END LEFT ALIGN,9500.0,127000.0,118500.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,5.667,,"LOS ANGELES, JCT. RTE. 5",0.0,0.0,0.0,18900.0,253000.0,237000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,6.178,,"GLENDALE, CONCORD ST/SAN FERNANDO RD",18900.0,253000.0,237000.0,19200.0,255000.0,242000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,6.574,,"GLENDALE, PACIFIC AVENUE ",19200.0,255000.0,242000.0,19100.0,251000.0,240000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,7.127,,"GLENDALE, BRAND BOULEVARD",19100.0,251000.0,240000.0,18900.0,247000.0,239000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,7.87,,"GLENDALE, GLENDALE AVENUE",18900.0,247000.0,239000.0,18700.0,241000.0,234000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,8.256,,"GLENDALE, VERDUGO ROAD UC",18700.0,241000.0,234000.0,18700.0,241000.0,234000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,8.963,,"GLENDALE, JCT. RTE. 2",18700.0,241000.0,234000.0,16300.0,211000.0,205000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,11.439,,"LOS ANGELES, EAGLE ROCK/FIGUEROA STREETS ",16300.0,211000.0,205000.0,17100.0,218000.0,214000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,12.36,,"PASADENA, SAN RAFAEL AVENUE",17100.0,218000.0,214000.0,18300.0,224000.0,220000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,12.965,,"PASADENA, ORANGE GROVE BOULEVARD",18300.0,224000.0,220000.0,18700.0,225000.0,220000.0,2018,63.5,0.1,10.79,-1.45
7.0,134,,LA,R,13.341,,"PASADENA, JCT. RTES. 210/710",18700.0,225000.0,220000.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,0.0,R,"JCT. RTE. 5, BEGIN RIGHT ALIGN",0.0,0.0,0.0,410.0,2550.0,2225.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,1.392,R,END RIGHT ALIGN,410.0,2550.0,2225.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,0.0,L,BEGIN LEFT ALIGN,0.0,0.0,0.0,410.0,2550.0,2225.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,1.392,L,END LEFT ALIGN,410.0,2550.0,2225.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,1.711,,GORMAN POST ROAD,810.0,5100.0,4450.0,550.0,4250.0,3600.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,4.11,,OLD RIDGE ROUTE ROAD,550.0,4250.0,3600.0,520.0,3950.0,3400.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,14.534,,245TH ST WEST,450.0,3800.0,3250.0,420.0,3550.0,3050.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,28.054,,110TH STREET WEST,700.0,3550.0,3150.0,620.0,3100.0,2750.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,36.874,,JCT. RTE. 14 NORTH,860.0,4300.0,3800.0,860.0,4300.0,3800.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,43.418,,JCT. RTE. 14 SOUTH,860.0,4300.0,3800.0,3000.0,36000.0,35000.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,44.424,,"PALMDALE, SIERRA HIGHWAY",2000.0,24800.0,23700.0,2050.0,24600.0,23500.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,44.692,,"PALMDALE, 10TH STREET EAST",2000.0,24100.0,23000.0,1900.0,22700.0,21700.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,45.71,,"PALMDALE, 20TH STREET EAST",1900.0,22700.0,21700.0,1800.0,22200.0,21100.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,46.73,,"PALMDALE, 30TH STREET EAST",1800.0,22200.0,21100.0,1700.0,20700.0,19600.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,47.251,,"PALMDALE, 35TH STREET EAST",1700.0,20700.0,19600.0,1600.0,19500.0,18500.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,R,48.52,,50TH ST/PALMDALE BLVD,1650.0,20200.0,19000.0,930.0,11800.0,10700.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,51.41,,"PALMDALE, PEARLBLOSSOM HIGHWAY/AVENUE T",1250.0,15900.0,14500.0,1650.0,23700.0,18100.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,53.551,,LITTLE ROCK CREEK,1600.0,22600.0,17200.0,1600.0,22600.0,17200.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,56.17,,96TH STREET EAST,1350.0,19500.0,14900.0,1400.0,19700.0,15000.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,60.17,,LONGVIEW ROAD,1300.0,18500.0,14100.0,1200.0,16900.0,12800.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,63.68,,165TH STREET EAST,1200.0,17000.0,12900.0,1200.0,17300.0,13100.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,69.3,,JCT. RTE. 18,1300.0,18500.0,14000.0,930.0,9300.0,9200.0,2018,63.5,0.1,10.79,-1.45
7.0,138,,LA,,74.973,,LOS ANGELES/SAN BERNARDINO COUNTY LINE,770.0,9600.0,9500.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,164,,LA,,4.81,,"SOUTH EL MONTE, GARVEY AVENUE",4500.0,59000.0,53000.0,6000.0,81000.0,77000.0,2018,63.5,0.1,10.79,-1.45
7.0,164,,LA,,5.599,,"EL MONTE, JCT. RTE. 10",6000.0,81000.0,77000.0,3950.0,56000.0,53000.0,2018,63.5,0.1,10.79,-1.45
7.0,164,,LA,,6.224,,"ROSEMEAD, VALLEY BOULEVARD",3950.0,56000.0,53000.0,4500.0,64000.0,59000.0,2018,63.5,0.1,10.79,-1.45
7.0,164,,LA,,6.64,,"ROSEMEAD, LOWER AZUSA ROAD",3500.0,49000.0,45500.0,3100.0,43000.0,40000.0,2018,63.5,0.1,10.79,-1.45
7.0,164,,LA,,6.899,,END OF ROUTE,3100.0,43000.0,40000.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,170,,LA,R,14.5,,"LOS ANGELES, JCT. RTES. 101/134",0.0,0.0,0.0,13800.0,210000.0,188000.0,2018,63.5,0.1,10.79,-1.45
7.0,170,,LA,R,14.78,,"LOS ANGELES, RIVERSIDE DRIVE",13800.0,210000.0,188000.0,15300.0,229000.0,205000.0,2018,63.5,0.1,10.79,-1.45
7.0,170,,LA,R,15.367,,"LOS ANGELES, MAGNOLIA BOULEVARD",15300.0,229000.0,205000.0,15800.0,233000.0,209000.0,2018,63.5,0.1,10.79,-1.45
7.0,170,,LA,R,15.988,,"LOS ANGELES, BURBANK BOULEVARD",15800.0,233000.0,209000.0,16000.0,238000.0,214000.0,2018,63.5,0.1,10.79,-1.45
7.0,170,,LA,R,16.626,,"LOS ANGELES, OXNARD ST/LAUREL CANYON BLVD ",16000.0,238000.0,214000.0,16100.0,236000.0,212000.0,2018,63.5,0.1,10.79,-1.45
7.0,170,,LA,R,17.248,,"LOS ANGELES, VICTORY BOULEVARD ",16100.0,236000.0,212000.0,15800.0,229000.0,206000.0,2018,63.5,0.1,10.79,-1.45
7.0,170,,LA,R,18.274,,"LOS ANGELES, SHERMAN WAY ",15800.0,229000.0,206000.0,13400.0,195000.0,175000.0,2018,63.5,0.1,10.79,-1.45
7.0,170,,LA,R,19.721,,"LOS ANGELES, ROSCOE BOULEVARD",13400.0,195000.0,175000.0,12100.0,170000.0,156000.0,2018,63.5,0.1,10.79,-1.45
7.0,170,,LA,R,20.101,,"LOS ANGELES, SHELDON/ ARLETA STREETS ",12100.0,170000.0,156000.0,11100.0,157000.0,143000.0,2018,63.5,0.1,10.79,-1.45
7.0,170,,LA,R,20.551,,"LOS ANGELES, JCT. RTE. 5",11100.0,157000.0,143000.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,187,,LA,,5.832,,"LOS ANGELES, JCT. RTE. 405",0.0,0.0,0.0,6500.0,75000.0,70000.0,2018,63.5,0.1,10.79,-1.45
7.0,187,,LA,,8.802,,"LOS ANGELES, JCT. RTE. 10",4700.0,47500.0,44500.0,6000.0,59000.0,55000.0,2018,63.5,0.1,10.79,-1.45
7.0,187,,LA,,8.905,,"LOS ANGELES, CADILLAC AVENUE",6000.0,59000.0,55000.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,0.0,,"LOS ANGELES, JCT. RTE. 5",0.0,0.0,0.0,7300.0,91000.0,84000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,0.843,,"LOS ANGELES, YARNELL STREET ",7300.0,91000.0,84000.0,7000.0,89000.0,82000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,1.924,,"LOS ANGELES, ROXFORD STREET",7000.0,89000.0,82000.0,6900.0,88000.0,82000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,3.275,,"LOS ANGELES, POLK STREET",6900.0,88000.0,82000.0,8300.0,98000.0,95000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,4.11,,"LOS ANGELES, HUBBARD STREET",8300.0,98000.0,95000.0,10000.0,127000.0,117000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,4.936,,"LOS ANGELES, MACLAY STREET ",10000.0,127000.0,117000.0,11400.0,142000.0,131000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,5.911,,"LOS ANGELES, JCT. RTE. 118",11400.0,142000.0,131000.0,12000.0,131000.0,129000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,7.822,,"LOS ANGELES, OSBORNE STREET/FOOTHILL BLVD",12000.0,131000.0,129000.0,12100.0,132000.0,126000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,9.444,,"LOS ANGELES, WHEATLAND AVENUE ",12100.0,132000.0,126000.0,12000.0,132000.0,127000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,11.084,,"LOS ANGELES, SUNLAND BOULEVARD ",12000.0,132000.0,127000.0,11300.0,125000.0,120000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,14.173,,"LOS ANGELES,LA TUNA CANYON ROAD ",11300.0,125000.0,120000.0,11800.0,132000.0,127000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,15.619,,"GLENDALE, LOWELL AVENUE ",11800.0,132000.0,127000.0,15300.0,165000.0,156000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,16.773,,"GLENDALE, PENNSYLVANIA AVENUE ",15300.0,165000.0,156000.0,16100.0,174000.0,166000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,17.383,,LA CRESCENTA AVENUE,16100.0,174000.0,166000.0,17900.0,194000.0,186000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,18.872,,"LA CANADA-FLINTRIDGE, WEST JCT. RTE. 2",17900.0,194000.0,186000.0,12000.0,133000.0,131000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,19.881,,"LA CANADA-FLINTRIDGE, EAST JCT. RTE. 2",12000.0,133000.0,131000.0,14100.0,128000.0,126000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,20.6,,"LA CANADA-FLINTRIDGE, GOULD AVE/FOOTHILL BLVD",14100.0,128000.0,126000.0,12600.0,116000.0,114000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,20.854,,"LA CANADA-FLINTRIDGE, HAMPTON AVE/FOOTHILL BLVD",12600.0,116000.0,114000.0,13800.0,130000.0,127000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,21.532,,"LA CANADA-FLINTRIDGE, BERKSHIRE PLACE",13800.0,130000.0,127000.0,13300.0,128000.0,125000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,22.494,,"PASADENA, ARROYO BOULEVARD",13300.0,128000.0,125000.0,12400.0,121000.0,119000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,23.191,,"PASADENA, LINCOLN BOULEVARD",12400.0,121000.0,119000.0,14000.0,139000.0,136000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,24.06,,"PASADENA, MOUNTAIN STREET",14000.0,139000.0,136000.0,14000.0,146000.0,143000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,24.962,,"PASADENA, JCT. RTES. 134/710",14000.0,146000.0,143000.0,23600.0,339000.0,329000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,26.326,,"PASADENA, LAKE AVENUE ",23600.0,339000.0,329000.0,22500.0,341000.0,331000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,26.941,,"PASADENA, HILL AVENUE",22500.0,341000.0,331000.0,20200.0,324000.0,313000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,27.409,,"PASADENA, ALLEN AVENUE",20200.0,324000.0,313000.0,21200.0,337000.0,325000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,28.249,,"PASADENA, ALTADENA DRIVE",21200.0,337000.0,325000.0,19700.0,315000.0,303000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,28.68,,"PASADENA, SAN GABRIEL BOULEVARD ",19700.0,315000.0,303000.0,20100.0,316000.0,301000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,29.293,,"PASADENA, SIERRA MADRE VILLA",20100.0,316000.0,301000.0,19200.0,301000.0,285000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,29.486,,"PASADENA, ROSEMEAD BOULEVARD",19200.0,301000.0,285000.0,19600.0,283000.0,274000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,30.816,,"ARCADIA, BALDWIN AVENUE ",19600.0,283000.0,274000.0,18900.0,274000.0,264000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,31.883,,"ARCADIA, SANTA ANITA AVENUE",18900.0,274000.0,264000.0,18300.0,263000.0,254000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,32.89,,"MONROVIA, HUNTINGTON DRIVE ",18300.0,263000.0,254000.0,18100.0,263000.0,252000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,32.914,,"MONROVIA, MYRTLE AVENUE",18100.0,263000.0,252000.0,17800.0,257000.0,246000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,34.741,,"MONROVIA, MOUNTAIN AVENUE",17800.0,257000.0,246000.0,18300.0,264000.0,253000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,35.244,,"DUARTE, BUENA VISTA STREET",18300.0,264000.0,253000.0,18600.0,264000.0,256000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,36.41,,"DUARTE, JCT. RTE. 605",18600.0,264000.0,256000.0,19000.0,277000.0,269000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,37.862,,"IRWINDALE, IRWINDALE AVENUE",19000.0,277000.0,269000.0,18000.0,264000.0,257000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,38.957,,"AZUSA, VERNON AVENUE ",18000.0,264000.0,257000.0,17900.0,262000.0,256000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,39.6,,"AZUSA, AZUSA AVENUE",17900.0,262000.0,256000.0,17400.0,256000.0,249000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,40.603,,"AZUSA, CITRUS AVENUE",17400.0,256000.0,249000.0,17100.0,253000.0,247000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,41.594,,"GLENDORA, GRAND AVENUE ",17100.0,253000.0,247000.0,17700.0,262000.0,256000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,43.16,,"GLENDORA, SUNFLOWER AVENUE",17700.0,262000.0,256000.0,18000.0,262000.0,257000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,44.377,,"GLENDORA, JCT. RTE. 57",18000.0,262000.0,257000.0,14000.0,209000.0,187000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,45.456,,"SAN DIMAS, SAN DIMAS AVENUE ",14000.0,209000.0,187000.0,13200.0,198000.0,193000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,46.628,,"LA VERNE, JCT. RTE. 66",13200.0,198000.0,193000.0,14000.0,186000.0,181000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,48.083,,"LA VERNE, FRUIT STREET",14000.0,186000.0,181000.0,14700.0,184000.0,181000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,49.533,,"CLAREMONT, TOWNE AVENUE ",14700.0,184000.0,181000.0,14400.0,181000.0,178000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,51.849,,"CLAREMONT, BASELINE ROAD",14400.0,181000.0,178000.0,14400.0,180000.0,178000.0,2018,63.5,0.1,10.79,-1.45
7.0,210,,LA,R,52.15,,LOS ANGELES/SAN BERNARDINO COUNTY LINE,12400.0,182000.0,178000.0,0.0,0.0,0.0,2018,63.5,0.1,10.79,-1.45
7.0,213,,LA,,0.0,,"LOS ANGELES, 25TH STREET",0.0,0.0,0.0,2850.0,31000.0,30500.0,2018,63.5,0.1,10.79,-1.45
7.0,213,,LA,,3.458,,"RANCHO PALOS VERDES, AVENDIA APPRENDA ROAD",3050.0,34000.0,33000.0,3450.0,38500.0,37500.0,2018,63.5,0.1,10.79,-1.45
